"Block","X","Y","Exact_dFdx","Approx_dFdx","Exact_dFdy","Approx_dFdy","Exact_Lapl","Approx_Lapl"
 2,  0.9949,  0.8487,  0.2792898E+01,  0.2792898E+01, -0.2325813E-01, -0.2325813E-01,  0.2839006E+00,  0.2839001E+00
 2,  0.9968,  0.8487,  0.2793120E+01,  0.2793120E+01, -0.1454162E-01, -0.1454162E-01,  0.1775024E+00,  0.1775046E+00
 2,  0.9980,  0.8487,  0.2793208E+01,  0.2793208E+01, -0.9069422E-02, -0.9069422E-02,  0.1107060E+00,  0.1106773E+00
 2,  0.0047,  0.8925, -0.2963734E+01, -0.1206278E+01, -0.1532340E-01, -0.1532340E-01,  0.2741003E+00, -0.9997186E+04
 2,  0.0057,  0.8925, -0.2963577E+01, -0.3092453E+01, -0.1868802E-01, -0.1868802E-01,  0.3342856E+00,  0.5740399E+03
 2,  0.0070,  0.8925, -0.2963345E+01, -0.2952075E+01, -0.2278382E-01, -0.2278382E-01,  0.4075501E+00, -0.3820849E+02
 2,  0.0085,  0.8925, -0.2963000E+01, -0.2964161E+01, -0.2776597E-01, -0.2776597E-01,  0.4966692E+00,  0.3514285E+01
 2,  0.0103,  0.8925, -0.2962490E+01, -0.2962351E+01, -0.3382067E-01, -0.3382067E-01,  0.6049738E+00,  0.3319586E+00
 2,  0.0126,  0.8925, -0.2961736E+01, -0.2961756E+01, -0.4117048E-01, -0.4117048E-01,  0.7364451E+00,  0.7649783E+00
 2,  0.0153,  0.8925, -0.2960624E+01, -0.2960620E+01, -0.5008002E-01, -0.5008002E-01,  0.8958162E+00,  0.8923825E+00
 2,  0.0186,  0.8925, -0.2958986E+01, -0.2958986E+01, -0.6086175E-01, -0.6086175E-01,  0.1088677E+01,  0.1089150E+01
 2,  0.0226,  0.8925, -0.2956582E+01, -0.2956582E+01, -0.7388154E-01, -0.7388154E-01,  0.1321571E+01,  0.1321496E+01
 2,  0.0274,  0.8925, -0.2953067E+01, -0.2953067E+01, -0.8956300E-01, -0.8956299E-01,  0.1602076E+01,  0.1602089E+01
 2,  0.0332,  0.8925, -0.2947949E+01, -0.2947948E+01, -0.1083895E+00, -0.1083895E+00,  0.1938839E+01,  0.1938836E+01
 2,  0.0401,  0.8925, -0.2940534E+01, -0.2940534E+01, -0.1309021E+00, -0.1309021E+00,  0.2341536E+01,  0.2341537E+01
 2,  0.0484,  0.8925, -0.2929860E+01, -0.2929860E+01, -0.1576901E+00, -0.1576901E+00,  0.2820713E+01,  0.2820712E+01
 2,  0.0582,  0.8925, -0.2914612E+01, -0.2914612E+01, -0.1893721E+00, -0.1893721E+00,  0.3387431E+01,  0.3387431E+01
 2,  0.0698,  0.8925, -0.2893025E+01, -0.2893025E+01, -0.2265614E+00, -0.2265614E+00,  0.4052662E+01,  0.4052661E+01
 2,  0.0834,  0.8925, -0.2862795E+01, -0.2862795E+01, -0.2698119E+00, -0.2698119E+00,  0.4826313E+01,  0.4826312E+01
 2,  0.0993,  0.8925, -0.2821003E+01, -0.2821003E+01, -0.3195403E+00, -0.3195402E+00,  0.5715839E+01,  0.5715838E+01
 2,  0.1176,  0.8925, -0.2764100E+01, -0.2764100E+01, -0.3759225E+00, -0.3759225E+00,  0.6724388E+01,  0.6724387E+01
 2,  0.1385,  0.8925, -0.2687987E+01, -0.2687987E+01, -0.4387690E+00, -0.4387690E+00,  0.7848566E+01,  0.7848565E+01
 2,  0.1620,  0.8925, -0.2588249E+01, -0.2588249E+01, -0.5073918E+00, -0.5073918E+00,  0.9076070E+01,  0.9076069E+01
 2,  0.1883,  0.8925, -0.2460588E+01, -0.2460588E+01, -0.5804923E+00, -0.5804923E+00,  0.1038367E+02,  0.1038367E+02
 2,  0.2170,  0.8925, -0.2301444E+01, -0.2301444E+01, -0.6561067E+00, -0.6561067E+00,  0.1173624E+02,  0.1173624E+02
 2,  0.2480,  0.8925, -0.2108765E+01, -0.2108765E+01, -0.7316557E+00, -0.7316556E+00,  0.1308763E+02,  0.1308763E+02
 2,  0.2809,  0.8925, -0.1882760E+01, -0.1882760E+01, -0.8041287E+00, -0.8041287E+00,  0.1438401E+02,  0.1438401E+02
 2,  0.3151,  0.8925, -0.1626429E+01, -0.1626429E+01, -0.8704061E+00, -0.8704061E+00,  0.1556956E+02,  0.1556956E+02
 2,  0.3500,  0.8925, -0.1345653E+01, -0.1345653E+01, -0.9276679E+00, -0.9276679E+00,  0.1659384E+02,  0.1659384E+02
 2,  0.3849,  0.8925, -0.1048731E+01, -0.1048731E+01, -0.9737994E+00, -0.9737994E+00,  0.1741903E+02,  0.1741902E+02
 2,  0.4191,  0.8925, -0.7454128E+00, -0.7454128E+00, -0.1007685E+01, -0.1007685E+01,  0.1802516E+02,  0.1802516E+02
 2,  0.4520,  0.8925, -0.4456505E+00, -0.4456505E+00, -0.1029311E+01, -0.1029311E+01,  0.1841200E+02,  0.1841200E+02
 2,  0.4830,  0.8925, -0.1583923E+00, -0.1583923E+00, -0.1039658E+01, -0.1039658E+01,  0.1859709E+02,  0.1859709E+02
 2,  0.5117,  0.8925,  0.1093057E+00,  0.1093057E+00, -0.1040438E+01, -0.1040438E+01,  0.1861104E+02,  0.1861103E+02
 2,  0.5380,  0.8925,  0.3527086E+00,  0.3527086E+00, -0.1033748E+01, -0.1033748E+01,  0.1849138E+02,  0.1849138E+02
 2,  0.5615,  0.8925,  0.5693851E+00,  0.5693851E+00, -0.1021756E+01, -0.1021756E+01,  0.1827686E+02,  0.1827685E+02
 2,  0.5824,  0.8925,  0.7588714E+00,  0.7588714E+00, -0.1006445E+01, -0.1006445E+01,  0.1800298E+02,  0.1800298E+02
 2,  0.6007,  0.8925,  0.9221779E+00,  0.9221779E+00, -0.9894745E+00, -0.9894744E+00,  0.1769942E+02,  0.1769942E+02
 2,  0.6166,  0.8925,  0.1061277E+01,  0.1061277E+01, -0.9721209E+00, -0.9721209E+00,  0.1738900E+02,  0.1738900E+02
 2,  0.6302,  0.8925,  0.1178660E+01,  0.1178660E+01, -0.9552895E+00, -0.9552895E+00,  0.1708793E+02,  0.1708793E+02
 2,  0.6418,  0.8925,  0.1277003E+01,  0.1277003E+01, -0.9395647E+00, -0.9395647E+00,  0.1680665E+02,  0.1680665E+02
 2,  0.6516,  0.8925,  0.1358936E+01,  0.1358936E+01, -0.9252756E+00, -0.9252756E+00,  0.1655105E+02,  0.1655105E+02
 2,  0.6599,  0.8925,  0.1426908E+01,  0.1426908E+01, -0.9125631E+00, -0.9125631E+00,  0.1632365E+02,  0.1632365E+02
 2,  0.6668,  0.8925,  0.1483118E+01,  0.1483118E+01, -0.9014377E+00, -0.9014376E+00,  0.1612464E+02,  0.1612464E+02
 2,  0.6726,  0.8925,  0.1529488E+01,  0.1529488E+01, -0.8918263E+00, -0.8918263E+00,  0.1595272E+02,  0.1595270E+02
 2,  0.6774,  0.8925,  0.1567671E+01,  0.1567671E+01, -0.8836079E+00, -0.8836079E+00,  0.1580571E+02,  0.1580578E+02
 2,  0.6814,  0.8925,  0.1599071E+01,  0.1599071E+01, -0.8766381E+00, -0.8766381E+00,  0.1568104E+02,  0.1568056E+02
 2,  0.6847,  0.8925,  0.1624866E+01,  0.1624870E+01, -0.8707661E+00, -0.8707661E+00,  0.1557600E+02,  0.1557947E+02
 2,  0.6874,  0.8925,  0.1646041E+01,  0.1646021E+01, -0.8658454E+00, -0.8658454E+00,  0.1548798E+02,  0.1545915E+02
 2,  0.6897,  0.8925,  0.1663412E+01,  0.1663553E+01, -0.8617396E+00, -0.8617396E+00,  0.1541454E+02,  0.1569038E+02
 2,  0.6915,  0.8925,  0.1677657E+01,  0.1676485E+01, -0.8583257E+00, -0.8583256E+00,  0.1535347E+02,  0.1230457E+02
 2,  0.6930,  0.8925,  0.1689335E+01,  0.1700721E+01, -0.8554951E+00, -0.8554951E+00,  0.1530284E+02,  0.5431914E+02
 2,  0.6943,  0.8925,  0.1698905E+01,  0.1568692E+01, -0.8531537E+00, -0.8531536E+00,  0.1526095E+02, -0.5643911E+03
 2,  0.6953,  0.8925,  0.1706746E+01,  0.3482418E+01, -0.8512205E+00, -0.8512204E+00,  0.1522637E+02,  0.1011631E+05
 2,  0.7032,  0.8925,  0.1766391E+01,  0.1668208E+01, -0.8360724E+00, -0.8360724E+00,  0.1495541E+02,  0.8981470E+03
 2,  0.7051,  0.8925,  0.1780789E+01,  0.1781438E+01, -0.8322953E+00, -0.8322953E+00,  0.1488785E+02,  0.1298958E+02
 2,  0.7082,  0.8925,  0.1803447E+01,  0.1803427E+01, -0.8262541E+00, -0.8262540E+00,  0.1477978E+02,  0.1480544E+02
 2,  0.7130,  0.8925,  0.1838618E+01,  0.1838620E+01, -0.8166339E+00, -0.8166339E+00,  0.1460770E+02,  0.1460663E+02
 2,  0.7204,  0.8925,  0.1892061E+01,  0.1892061E+01, -0.8014307E+00, -0.8014307E+00,  0.1433575E+02,  0.1433583E+02
 2,  0.7315,  0.8925,  0.1970621E+01,  0.1970621E+01, -0.7777215E+00, -0.7777215E+00,  0.1391165E+02,  0.1391164E+02
 2,  0.7477,  0.8925,  0.2080444E+01,  0.2080444E+01, -0.7415918E+00, -0.7415918E+00,  0.1326537E+02,  0.1326537E+02
 2,  0.7700,  0.8925,  0.2223075E+01,  0.2223075E+01, -0.6886396E+00, -0.6886396E+00,  0.1231818E+02,  0.1231818E+02
 2,  0.7986,  0.8925,  0.2390261E+01,  0.2390261E+01, -0.6156802E+00, -0.6156802E+00,  0.1101310E+02,  0.1101310E+02
 2,  0.8322,  0.8925,  0.2561779E+01,  0.2561779E+01, -0.5237044E+00, -0.5237044E+00,  0.9367866E+01,  0.9367863E+01
 2,  0.8678,  0.8925,  0.2711973E+01,  0.2711973E+01, -0.4201631E+00, -0.4201631E+00,  0.7515750E+01,  0.7515748E+01
 2,  0.9014,  0.8925,  0.2822997E+01,  0.2822997E+01, -0.3173604E+00, -0.3173604E+00,  0.5676847E+01,  0.5676847E+01
 2,  0.9300,  0.8925,  0.2892768E+01,  0.2892768E+01, -0.2269662E+00, -0.2269662E+00,  0.4059902E+01,  0.4059902E+01
 2,  0.9523,  0.8925,  0.2930891E+01,  0.2930891E+01, -0.1553096E+00, -0.1553096E+00,  0.2778131E+01,  0.2778130E+01
 2,  0.9685,  0.8925,  0.2949553E+01,  0.2949553E+01, -0.1028645E+00, -0.1028645E+00,  0.1840008E+01,  0.1840008E+01
 2,  0.9796,  0.8925,  0.2957983E+01,  0.2957983E+01, -0.6660398E-01, -0.6660398E-01,  0.1191392E+01,  0.1191392E+01
 2,  0.9870,  0.8925,  0.2961586E+01,  0.2961586E+01, -0.4248066E-01, -0.4248066E-01,  0.7598812E+00,  0.7598811E+00
 2,  0.9918,  0.8925,  0.2963070E+01,  0.2963070E+01, -0.2683126E-01, -0.2683125E-01,  0.4799494E+00,  0.4799493E+00
 2,  0.9949,  0.8925,  0.2963667E+01,  0.2963667E+01, -0.1684171E-01, -0.1684171E-01,  0.3012594E+00,  0.3012591E+00
 2,  0.9968,  0.8925,  0.2963903E+01,  0.2963903E+01, -0.1052990E-01, -0.1052990E-01,  0.1883556E+00,  0.1883581E+00
 2,  0.9980,  0.8925,  0.2963996E+01,  0.2963996E+01, -0.6567363E-02, -0.6567363E-02,  0.1174750E+00,  0.1174446E+00
 2,  0.0047,  0.9257, -0.3056050E+01, -0.1280383E+01, -0.1069591E-01, -0.1069591E-01,  0.2826381E+00, -0.1010077E+05
 2,  0.0057,  0.9257, -0.3055889E+01, -0.3186100E+01, -0.1304445E-01, -0.1304445E-01,  0.3446981E+00,  0.5799952E+03
 2,  0.0070,  0.9257, -0.3055649E+01, -0.3044262E+01, -0.1590337E-01, -0.1590337E-01,  0.4202448E+00, -0.3859595E+02
 2,  0.0085,  0.9257, -0.3055294E+01, -0.3056467E+01, -0.1938097E-01, -0.1938097E-01,  0.5121398E+00,  0.3561025E+01
 2,  0.0103,  0.9257, -0.3054768E+01, -0.3054627E+01, -0.2360722E-01, -0.2360721E-01,  0.6238180E+00,  0.3479738E+00
 2,  0.0126,  0.9257, -0.3053991E+01, -0.3054010E+01, -0.2873747E-01, -0.2873747E-01,  0.7593844E+00,  0.7882134E+00
 2,  0.0153,  0.9257, -0.3052843E+01, -0.3052840E+01, -0.3495643E-01, -0.3495643E-01,  0.9237197E+00,  0.9202506E+00
 2,  0.0186,  0.9257, -0.3051155E+01, -0.3051155E+01, -0.4248220E-01, -0.4248220E-01,  0.1122587E+01,  0.1123066E+01
 2,  0.0226,  0.9257, -0.3048676E+01, -0.3048676E+01, -0.5157016E-01, -0.5157016E-01,  0.1362736E+01,  0.1362660E+01
 2,  0.0274,  0.9257, -0.3045051E+01, -0.3045051E+01, -0.6251600E-01, -0.6251600E-01,  0.1651978E+01,  0.1651992E+01
 2,  0.0332,  0.9257, -0.3039773E+01, -0.3039773E+01, -0.7565713E-01, -0.7565713E-01,  0.1999231E+01,  0.1999228E+01
 2,  0.0401,  0.9257, -0.3032128E+01, -0.3032128E+01, -0.9137115E-01, -0.9137114E-01,  0.2414472E+01,  0.2414473E+01
 2,  0.0484,  0.9257, -0.3021122E+01, -0.3021122E+01, -0.1100695E+00, -0.1100695E+00,  0.2908574E+01,  0.2908574E+01
 2,  0.0582,  0.9257, -0.3005398E+01, -0.3005398E+01, -0.1321839E+00, -0.1321839E+00,  0.3492946E+01,  0.3492946E+01
 2,  0.0698,  0.9257, -0.2983139E+01, -0.2983139E+01, -0.1581425E+00, -0.1581425E+00,  0.4178897E+01,  0.4178897E+01
 2,  0.0834,  0.9257, -0.2951967E+01, -0.2951967E+01, -0.1883318E+00, -0.1883318E+00,  0.4976646E+01,  0.4976647E+01
 2,  0.0993,  0.9257, -0.2908874E+01, -0.2908874E+01, -0.2230428E+00, -0.2230428E+00,  0.5893880E+01,  0.5893880E+01
 2,  0.1176,  0.9257, -0.2850198E+01, -0.2850198E+01, -0.2623983E+00, -0.2623983E+00,  0.6933844E+01,  0.6933845E+01
 2,  0.1385,  0.9257, -0.2771714E+01, -0.2771714E+01, -0.3062658E+00, -0.3062658E+00,  0.8093039E+01,  0.8093040E+01
 2,  0.1620,  0.9257, -0.2668870E+01, -0.2668870E+01, -0.3541653E+00, -0.3541653E+00,  0.9358778E+01,  0.9358779E+01
 2,  0.1883,  0.9257, -0.2537232E+01, -0.2537232E+01, -0.4051903E+00, -0.4051903E+00,  0.1070711E+02,  0.1070711E+02
 2,  0.2170,  0.9257, -0.2373131E+01, -0.2373131E+01, -0.4579701E+00, -0.4579700E+00,  0.1210181E+02,  0.1210181E+02
 2,  0.2480,  0.9257, -0.2174450E+01, -0.2174450E+01, -0.5107041E+00, -0.5107041E+00,  0.1349530E+02,  0.1349530E+02
 2,  0.2809,  0.9257, -0.1941406E+01, -0.1941406E+01, -0.5612911E+00, -0.5612911E+00,  0.1483205E+02,  0.1483205E+02
 2,  0.3151,  0.9257, -0.1677090E+01, -0.1677090E+01, -0.6075535E+00, -0.6075535E+00,  0.1605453E+02,  0.1605453E+02
 2,  0.3500,  0.9257, -0.1387568E+01, -0.1387568E+01, -0.6475229E+00, -0.6475229E+00,  0.1711072E+02,  0.1711072E+02
 2,  0.3849,  0.9257, -0.1081397E+01, -0.1081397E+01, -0.6797232E+00, -0.6797232E+00,  0.1796161E+02,  0.1796161E+02
 2,  0.4191,  0.9257, -0.7686314E+00, -0.7686314E+00, -0.7033758E+00, -0.7033758E+00,  0.1858663E+02,  0.1858662E+02
 2,  0.4520,  0.9257, -0.4595319E+00, -0.4595319E+00, -0.7184708E+00, -0.7184708E+00,  0.1898551E+02,  0.1898551E+02
 2,  0.4830,  0.9257, -0.1633261E+00, -0.1633261E+00, -0.7256935E+00, -0.7256935E+00,  0.1917637E+02,  0.1917637E+02
 2,  0.5117,  0.9257,  0.1127104E+00,  0.1127104E+00, -0.7262376E+00, -0.7262376E+00,  0.1919075E+02,  0.1919075E+02
 2,  0.5380,  0.9257,  0.3636950E+00,  0.3636950E+00, -0.7215683E+00, -0.7215683E+00,  0.1906736E+02,  0.1906736E+02
 2,  0.5615,  0.9257,  0.5871207E+00,  0.5871207E+00, -0.7131973E+00, -0.7131972E+00,  0.1884616E+02,  0.1884616E+02
 2,  0.5824,  0.9257,  0.7825093E+00,  0.7825093E+00, -0.7025101E+00, -0.7025101E+00,  0.1856375E+02,  0.1856375E+02
 2,  0.6007,  0.9257,  0.9509026E+00,  0.9509026E+00, -0.6906646E+00, -0.6906645E+00,  0.1825073E+02,  0.1825073E+02
 2,  0.6166,  0.9257,  0.1094334E+01,  0.1094334E+01, -0.6785516E+00, -0.6785516E+00,  0.1793065E+02,  0.1793065E+02
 2,  0.6302,  0.9257,  0.1215374E+01,  0.1215374E+01, -0.6668031E+00, -0.6668031E+00,  0.1762020E+02,  0.1762020E+02
 2,  0.6418,  0.9257,  0.1316780E+01,  0.1316780E+01, -0.6558270E+00, -0.6558269E+00,  0.1733015E+02,  0.1733015E+02
 2,  0.6516,  0.9257,  0.1401265E+01,  0.1401265E+01, -0.6458530E+00, -0.6458530E+00,  0.1706659E+02,  0.1706659E+02
 2,  0.6599,  0.9257,  0.1471355E+01,  0.1471355E+01, -0.6369796E+00, -0.6369796E+00,  0.1683211E+02,  0.1683211E+02
 2,  0.6668,  0.9257,  0.1529315E+01,  0.1529315E+01, -0.6292139E+00, -0.6292139E+00,  0.1662691E+02,  0.1662691E+02
 2,  0.6726,  0.9257,  0.1577129E+01,  0.1577129E+01, -0.6225050E+00, -0.6225050E+00,  0.1644962E+02,  0.1644961E+02
 2,  0.6774,  0.9257,  0.1616502E+01,  0.1616502E+01, -0.6167685E+00, -0.6167685E+00,  0.1629804E+02,  0.1629812E+02
 2,  0.6814,  0.9257,  0.1648880E+01,  0.1648880E+01, -0.6119035E+00, -0.6119035E+00,  0.1616948E+02,  0.1616899E+02
 2,  0.6847,  0.9257,  0.1675479E+01,  0.1675482E+01, -0.6078048E+00, -0.6078048E+00,  0.1606117E+02,  0.1606475E+02
 2,  0.6874,  0.9257,  0.1697313E+01,  0.1697293E+01, -0.6043701E+00, -0.6043701E+00,  0.1597041E+02,  0.1594068E+02
 2,  0.6897,  0.9257,  0.1715225E+01,  0.1715371E+01, -0.6015042E+00, -0.6015041E+00,  0.1589468E+02,  0.1617912E+02
 2,  0.6915,  0.9257,  0.1729914E+01,  0.1728705E+01, -0.5991212E+00, -0.5991212E+00,  0.1583171E+02,  0.1268784E+02
 2,  0.6930,  0.9257,  0.1741955E+01,  0.1753697E+01, -0.5971454E+00, -0.5971454E+00,  0.1577950E+02,  0.5601117E+02
 2,  0.6943,  0.9257,  0.1751823E+01,  0.1617555E+01, -0.5955111E+00, -0.5955111E+00,  0.1573631E+02, -0.5819721E+03
 2,  0.6953,  0.9257,  0.1759909E+01,  0.3590894E+01, -0.5941617E+00, -0.5941617E+00,  0.1570066E+02,  0.1043144E+05
 2,  0.7032,  0.9257,  0.1821412E+01,  0.1720170E+01, -0.5835882E+00, -0.5835882E+00,  0.1542125E+02,  0.9261244E+03
 2,  0.7051,  0.9257,  0.1836259E+01,  0.1836928E+01, -0.5809517E+00, -0.5809517E+00,  0.1535158E+02,  0.1339419E+02
 2,  0.7082,  0.9257,  0.1859622E+01,  0.1859601E+01, -0.5767348E+00, -0.5767348E+00,  0.1524015E+02,  0.1526661E+02
 2,  0.7130,  0.9257,  0.1895889E+01,  0.1895891E+01, -0.5700199E+00, -0.5700198E+00,  0.1506271E+02,  0.1506161E+02
 2,  0.7204,  0.9257,  0.1950997E+01,  0.1950996E+01, -0.5594079E+00, -0.5594078E+00,  0.1478229E+02,  0.1478238E+02
 2,  0.7315,  0.9257,  0.2032004E+01,  0.2032004E+01, -0.5428586E+00, -0.5428586E+00,  0.1434498E+02,  0.1434497E+02
 2,  0.7477,  0.9257,  0.2145247E+01,  0.2145247E+01, -0.5176396E+00, -0.5176396E+00,  0.1367857E+02,  0.1367857E+02
 2,  0.7700,  0.9257,  0.2292321E+01,  0.2292321E+01, -0.4806784E+00, -0.4806784E+00,  0.1270187E+02,  0.1270187E+02
 2,  0.7986,  0.9257,  0.2464715E+01,  0.2464715E+01, -0.4297518E+00, -0.4297518E+00,  0.1135614E+02,  0.1135615E+02
 2,  0.8322,  0.9257,  0.2641575E+01,  0.2641575E+01, -0.3655517E+00, -0.3655517E+00,  0.9659663E+01,  0.9659662E+01
 2,  0.8678,  0.9257,  0.2796448E+01,  0.2796448E+01, -0.2932787E+00, -0.2932787E+00,  0.7749856E+01,  0.7749855E+01
 2,  0.9014,  0.9257,  0.2910929E+01,  0.2910929E+01, -0.2215212E+00, -0.2215212E+00,  0.5853674E+01,  0.5853675E+01
 2,  0.9300,  0.9257,  0.2982874E+01,  0.2982874E+01, -0.1584250E+00, -0.1584250E+00,  0.4186363E+01,  0.4186363E+01
 2,  0.9523,  0.9257,  0.3022184E+01,  0.3022184E+01, -0.1084079E+00, -0.1084079E+00,  0.2864666E+01,  0.2864666E+01
 2,  0.9685,  0.9257,  0.3041427E+01,  0.3041427E+01, -0.7180059E-01, -0.7180058E-01,  0.1897322E+01,  0.1897322E+01
 2,  0.9796,  0.9257,  0.3050121E+01,  0.3050121E+01, -0.4649034E-01, -0.4649034E-01,  0.1228502E+01,  0.1228502E+01
 2,  0.9870,  0.9257,  0.3053836E+01,  0.3053836E+01, -0.2965199E-01, -0.2965199E-01,  0.7835505E+00,  0.7835506E+00
 2,  0.9918,  0.9257,  0.3055366E+01,  0.3055366E+01, -0.1872853E-01, -0.1872852E-01,  0.4948992E+00,  0.4948992E+00
 2,  0.9949,  0.9257,  0.3055981E+01,  0.3055981E+01, -0.1175571E-01, -0.1175571E-01,  0.3106433E+00,  0.3106430E+00
 2,  0.9968,  0.9257,  0.3056225E+01,  0.3056225E+01, -0.7349990E-02, -0.7349990E-02,  0.1942227E+00,  0.1942252E+00
 2,  0.9980,  0.9257,  0.3056320E+01,  0.3056320E+01, -0.4584095E-02, -0.4584095E-02,  0.1211342E+00,  0.1211029E+00
 2,  0.0047,  0.9497, -0.3102109E+01, -0.1234434E+01, -0.7276577E-02, -0.7276577E-02,  0.2868979E+00, -0.1062417E+05
 2,  0.0057,  0.9497, -0.3101946E+01, -0.3238904E+01, -0.8874324E-02, -0.8874325E-02,  0.3498933E+00,  0.6100355E+03
 2,  0.0070,  0.9497, -0.3101702E+01, -0.3089726E+01, -0.1081929E-01, -0.1081929E-01,  0.4265785E+00, -0.4061128E+02
 2,  0.0085,  0.9497, -0.3101342E+01, -0.3102575E+01, -0.1318514E-01, -0.1318515E-01,  0.5198586E+00,  0.3726725E+01
 2,  0.0103,  0.9497, -0.3100808E+01, -0.3100660E+01, -0.1606032E-01, -0.1606032E-01,  0.6332199E+00,  0.3430826E+00
 2,  0.0126,  0.9497, -0.3100019E+01, -0.3100039E+01, -0.1955051E-01, -0.1955051E-01,  0.7708295E+00,  0.8011523E+00
 2,  0.0153,  0.9497, -0.3098854E+01, -0.3098851E+01, -0.2378135E-01, -0.2378135E-01,  0.9376416E+00,  0.9339927E+00
 2,  0.0186,  0.9497, -0.3097140E+01, -0.3097141E+01, -0.2890124E-01, -0.2890124E-01,  0.1139507E+01,  0.1140010E+01
 2,  0.0226,  0.9497, -0.3094624E+01, -0.3094624E+01, -0.3508391E-01, -0.3508391E-01,  0.1383274E+01,  0.1383195E+01
 2,  0.0274,  0.9497, -0.3090945E+01, -0.3090945E+01, -0.4253052E-01, -0.4253052E-01,  0.1676876E+01,  0.1676890E+01
 2,  0.0332,  0.9497, -0.3085587E+01, -0.3085587E+01, -0.5147061E-01, -0.5147062E-01,  0.2029363E+01,  0.2029360E+01
 2,  0.0401,  0.9497, -0.3077826E+01, -0.3077826E+01, -0.6216108E-01, -0.6216108E-01,  0.2450862E+01,  0.2450863E+01
 2,  0.0484,  0.9497, -0.3066654E+01, -0.3066654E+01, -0.7488184E-01, -0.7488184E-01,  0.2952411E+01,  0.2952411E+01
 2,  0.0582,  0.9497, -0.3050694E+01, -0.3050694E+01, -0.8992660E-01, -0.8992660E-01,  0.3545590E+01,  0.3545590E+01
 2,  0.0698,  0.9497, -0.3028099E+01, -0.3028099E+01, -0.1075866E+00, -0.1075866E+00,  0.4241879E+01,  0.4241879E+01
 2,  0.0834,  0.9497, -0.2996458E+01, -0.2996458E+01, -0.1281248E+00, -0.1281248E+00,  0.5051652E+01,  0.5051652E+01
 2,  0.0993,  0.9497, -0.2952715E+01, -0.2952715E+01, -0.1517392E+00, -0.1517392E+00,  0.5982710E+01,  0.5982710E+01
 2,  0.1176,  0.9497, -0.2893155E+01, -0.2893155E+01, -0.1785132E+00, -0.1785132E+00,  0.7038348E+01,  0.7038348E+01
 2,  0.1385,  0.9497, -0.2813488E+01, -0.2813488E+01, -0.2083569E+00, -0.2083570E+00,  0.8215013E+01,  0.8215014E+01
 2,  0.1620,  0.9497, -0.2709094E+01, -0.2709094E+01, -0.2409437E+00, -0.2409437E+00,  0.9499829E+01,  0.9499830E+01
 2,  0.1883,  0.9497, -0.2575472E+01, -0.2575472E+01, -0.2756567E+00, -0.2756567E+00,  0.1086848E+02,  0.1086848E+02
 2,  0.2170,  0.9497, -0.2408897E+01, -0.2408897E+01, -0.3115635E+00, -0.3115635E+00,  0.1228420E+02,  0.1228420E+02
 2,  0.2480,  0.9497, -0.2207223E+01, -0.2207223E+01, -0.3474392E+00, -0.3474392E+00,  0.1369869E+02,  0.1369869E+02
 2,  0.2809,  0.9497, -0.1970666E+01, -0.1970666E+01, -0.3818543E+00, -0.3818543E+00,  0.1505560E+02,  0.1505560E+02
 2,  0.3151,  0.9497, -0.1702367E+01, -0.1702367E+01, -0.4133272E+00, -0.4133272E+00,  0.1629650E+02,  0.1629650E+02
 2,  0.3500,  0.9497, -0.1408481E+01, -0.1408481E+01, -0.4405190E+00, -0.4405190E+00,  0.1736860E+02,  0.1736860E+02
 2,  0.3849,  0.9497, -0.1097696E+01, -0.1097696E+01, -0.4624253E+00, -0.4624253E+00,  0.1823232E+02,  0.1823232E+02
 2,  0.4191,  0.9497, -0.7802159E+00, -0.7802159E+00, -0.4785165E+00, -0.4785165E+00,  0.1886675E+02,  0.1886675E+02
 2,  0.4520,  0.9497, -0.4664578E+00, -0.4664578E+00, -0.4887859E+00, -0.4887859E+00,  0.1927165E+02,  0.1927165E+02
 2,  0.4830,  0.9497, -0.1657876E+00, -0.1657876E+00, -0.4936996E+00, -0.4936996E+00,  0.1946539E+02,  0.1946539E+02
 2,  0.5117,  0.9497,  0.1144092E+00,  0.1144092E+00, -0.4940697E+00, -0.4940697E+00,  0.1947998E+02,  0.1947998E+02
 2,  0.5380,  0.9497,  0.3691765E+00,  0.3691765E+00, -0.4908931E+00, -0.4908932E+00,  0.1935474E+02,  0.1935474E+02
 2,  0.5615,  0.9497,  0.5959695E+00,  0.5959695E+00, -0.4851982E+00, -0.4851982E+00,  0.1913020E+02,  0.1913020E+02
 2,  0.5824,  0.9497,  0.7943029E+00,  0.7943029E+00, -0.4779275E+00, -0.4779276E+00,  0.1884353E+02,  0.1884353E+02
 2,  0.6007,  0.9497,  0.9652341E+00,  0.9652341E+00, -0.4698689E+00, -0.4698689E+00,  0.1852580E+02,  0.1852580E+02
 2,  0.6166,  0.9497,  0.1110828E+01,  0.1110828E+01, -0.4616282E+00, -0.4616283E+00,  0.1820089E+02,  0.1820089E+02
 2,  0.6302,  0.9497,  0.1233692E+01,  0.1233692E+01, -0.4536356E+00, -0.4536356E+00,  0.1788576E+02,  0.1788576E+02
 2,  0.6418,  0.9497,  0.1336626E+01,  0.1336626E+01, -0.4461683E+00, -0.4461684E+00,  0.1759135E+02,  0.1759135E+02
